SamplingOperations_code,IBD_EQR_Status
S02000010_20080811,16.904228760604838
S02000010_20100719,16.904228760604838
S02000010_20150811,15.097921469050789
S02000010_20160825,15.097921469050789
S02000010_20170703,15.097921469050789
S02000011_20100719,15.097921469050789
S02000011_20160719,15.097921469050789
S02000011_20210823,15.097921469050789
S02001000_20160720,15.097921469050789
S02001016_20080811,15.097921469050789
S02001016_20200707,15.097921469050789
S02001025_20110723,15.097921469050789
S02001025_20160720,15.097921469050789
S02001025_20190717,15.097921469050789
S02001046_20100726,15.097921469050789
S02001050_20120718,15.097921469050789
S02001050_20160826,15.097921469050789
S02001150_20170704,15.097921469050789
S02001200_20160825,15.097921469050789
S02001500_20070907,15.097921469050789
S02001500_20080805,15.097921469050789
S02001500_20160826,15.097921469050789
S02001500_20210805,15.097921469050789
S02001700_20110720,15.097921469050789
S02001700_20120718,15.097921469050789
S02001700_20160823,15.097921469050789
S02001700_20210811,15.097921469050789
S02001715_20160825,15.097921469050789
S02001715_20200703,15.097921469050789
S02001717_20160825,15.097921469050789
S02001725_20160829,15.097921469050789
S02001750_20160722,15.097921469050789
S02001750_20180716,15.097921469050789
S02001750_20210811,15.097921469050789
S02001895_20160721,15.097921469050789
S02001915_20180717,15.097921469050789
S02002000_20120801,15.097921469050789
S02003100_20080811,15.097921469050789
S02003100_20160721,16.904228760604838
S02003200_20080808,15.097921469050789
S02003200_20160721,15.097921469050789
S02003350_20160722,16.904228760604838
S02003397_20170703,15.097921469050789
S02003400_20110722,15.097921469050789
S02003400_20160722,15.097921469050789
S02003400_20200708,16.904228760604838
S02003610_20170807,15.097921469050789
S02003617_20170818,15.097921469050789
S02003620_20180717,15.097921469050789
S02003800_20110722,16.904228760604838
S02003800_20160721,15.097921469050789
S02003800_20210826,15.097921469050789
S02004000_20110723,16.904228760604838
S02004000_20160720,15.097921469050789
S02004000_20200707,15.097921469050789
S02004300_20160803,16.904228760604838
S02004300_20190703,15.097921469050789
S02005700_20160720,15.097921469050789
S02005700_20170703,15.097921469050789
S02005700_20190717,15.097921469050789
S02006450_20200710,15.097921469050789
S02007000_20110722,15.097921469050789
S02007000_20160719,15.097921469050789
S02007000_20210809,15.097921469050789
S02007300_20160719,15.097921469050789
S02009000_20100721,15.097921469050789
S02009000_20160722,15.097921469050789
S02010000_20080808,15.097921469050789
S02010000_20100720,15.097921469050789
S02010000_20160719,15.097921469050789
S02010000_20210805,15.097921469050789
S02011000_20090722,15.097921469050789
S02011000_20120801,15.097921469050789
S02011000_20160719,15.097921469050789
S02011000_20190718,15.097921469050789
S02011000_20200708,15.097921469050789
S02013000_20090723,15.097921469050789
S02013000_20120731,15.097921469050789
S02013000_20160721,15.097921469050789
S02016050_20160722,15.097921469050789
S02016050_20170704,15.097921469050789
S02017000_20070808,15.097921469050789
S02018000_20130723,15.097921469050789
S02018000_20160721,15.097921469050789
S02018500_20100722,15.097921469050789
S02018500_20110722,15.097921469050789
S02018500_20120731,15.097921469050789
S02018500_20160719,15.097921469050789
S02018780_20160728,15.097921469050789
S02018780_20200730,15.097921469050789
S02019000_20160721,15.097921469050789
S02019200_20190718,15.097921469050789
S02019500_20080807,15.097921469050789
S02019500_20160720,15.097921469050789
S02019500_20200730,15.097921469050789
S02019950_20100722,15.097921469050789
S02019950_20150716,15.097921469050789
S02020000_20080807,15.097921469050789
S02020000_20100722,15.097921469050789
S02020000_20160720,15.097921469050789
S02020000_20180517,15.097921469050789
S02020300_20210526,15.097921469050789
S02020750_20150715,15.097921469050789
S02020750_20180726,15.097921469050789
S02021000_20080806,15.097921469050789
S02021000_20160719,15.097921469050789
S02021700_20160719,15.097921469050789
S02022000_20160720,15.097921469050789
S02022700_20160826,16.904228760604838
S02022730_20160825,15.097921469050789
S02022760_20100722,15.097921469050789
S02022800_20170705,15.097921469050789
S02023000_20140924,15.097921469050789
S02023000_20160825,15.097921469050789
S02023750_20200702,15.097921469050789
S02024000_20090803,15.097921469050789
S02024000_20160720,15.097921469050789
S02024000_20190829,15.097921469050789
S02025100_20080806,15.097921469050789
S02025100_20200520,15.097921469050789
S02025125_20180726,15.097921469050789
S02025150_20090803,15.097921469050789
S02025500_20090804,15.097921469050789
S02025500_20160825,15.097921469050789
S02025500_20170706,15.097921469050789
S02025700_20160825,16.904228760604838
S02026250_20170706,15.097921469050789
S02026250_20200701,15.097921469050789
S02026500_20160823,15.097921469050789
S02026500_20200703,15.097921469050789
S02027000_20160831,15.097921469050789
S02028000_20130821,15.097921469050789
S02028000_20160824,15.097921469050789
S02028500_20160823,15.097921469050789
S02028500_20180803,15.097921469050789
S02029000_20120718,15.097921469050789
S02029000_20160830,15.097921469050789
S02029000_20180802,15.097921469050789
S02029160_20130821,15.097921469050789
S02029160_20160824,15.097921469050789
S02030200_20160822,15.097921469050789
S02030350_20100727,15.097921469050789
S02030350_20180801,15.097921469050789
S02030500_20080807,15.097921469050789
S02030500_20090804,15.097921469050789
S02030500_20160830,15.097921469050789
S02030500_20210811,15.097921469050789
S02031400_20160901,15.097921469050789
S02031650_20160901,15.097921469050789
S02031650_20180731,15.097921469050789
S02031650_20190808,15.097921469050789
S02032000_20070807,15.097921469050789
S02032000_20090805,15.097921469050789
S02032000_20130821,15.097921469050789
S02032800_20160825,15.097921469050789
S02035000_20090805,16.904228760604838
S02035000_20170707,15.097921469050789
S02036000_20080807,15.097921469050789
S02036000_20160826,15.097921469050789
S02036250_20160825,15.097921469050789
S02036250_20170816,15.097921469050789
S02036265_20090805,15.097921469050789
S02037000_20160830,15.097921469050789
S02037500_20120718,15.097921469050789
S02037500_20160824,15.097921469050789
S02037500_20210806,15.097921469050789
S02038000_20090803,15.097921469050789
S02038000_20100906,15.097921469050789
S02038000_20160823,15.097921469050789
S02041000_20090805,15.097921469050789
S02041000_20160817,15.097921469050789
S02041230_20150822,15.097921469050789
S02041500_20170818,15.097921469050789
S02041575_20160824,15.097921469050789
S02041650_20130822,15.097921469050789
S02041650_20160824,15.097921469050789
S02041750_20070804,15.097921469050789
S02041750_20160824,15.097921469050789
S02041950_20100921,15.097921469050789
S02041950_20160817,15.097921469050789
S02042000_20160817,15.097921469050789
S02042000_20170818,15.097921469050789
S02042500_20160823,15.097921469050789
S02042500_20200701,15.097921469050789
S02042900_20160819,15.097921469050789
S02043450_20160818,15.097921469050789
S02043500_20160818,15.097921469050789
S02043600_20130723,15.097921469050789
S02043600_20160818,15.097921469050789
S02043690_20180801,15.097921469050789
S02043780_20160825,15.097921469050789
S02044000_20070910,15.097921469050789
S02044000_20110720,15.097921469050789
S02044000_20140930,15.097921469050789
S02044000_20160823,15.097921469050789
S02045000_20130821,15.097921469050789
S02045000_20160823,15.097921469050789
S02045050_20130821,15.097921469050789
S02045050_20160822,15.097921469050789
S02045160_20090804,15.097921469050789
S02045160_20160824,15.097921469050789
S02045170_20160824,15.097921469050789
S02045200_20160824,15.097921469050789
S02045283_20160825,15.097921469050789
S02045283_20170817,15.097921469050789
S02045350_20150610,15.097921469050789
S02045350_20160824,15.097921469050789
S02045500_20080806,15.097921469050789
S02045500_20160830,15.097921469050789
S02046000_20150818,15.097921469050789
S02046000_20160826,15.097921469050789
S02046000_20180808,15.097921469050789
S02047000_20100906,15.097921469050789
S02047000_20160826,15.097921469050789
S02048960_20150722,15.097921469050789
S02048960_20160803,15.097921469050789
S02048980_20090806,15.097921469050789
S02048980_20160803,15.097921469050789
S02048980_20200707,15.097921469050789
S02048980_20210820,15.097921469050789
S02049000_20160803,15.097921469050789
S02049000_20190705,15.097921469050789
S02049500_20160722,15.097921469050789
S02049900_20160722,15.097921469050789
S02049900_20200707,15.097921469050789
S02050000_20160722,15.097921469050789
S02050260_20210706,15.097921469050789
S02051000_20080801,15.097921469050789
S02051000_20120802,15.097921469050789
S02051000_20140715,15.097921469050789
S02051000_20160720,15.097921469050789
S02051000_20180726,15.097921469050789
S02051000_20200730,15.097921469050789
S02051000_20210706,15.097921469050789
S02051500_20180725,15.097921469050789
S02051600_20160720,15.097921469050789
S02051820_20160720,15.097921469050789
S02052000_20160720,15.097921469050789
S02052000_20210706,15.097921469050789
S02052500_20100721,15.097921469050789
S02052500_20160720,16.904228760604838
S02052500_20170810,15.097921469050789
S02052500_20180718,15.097921469050789
S02052500_20200717,15.097921469050789
S02054000_20160719,15.097921469050789
S02054000_20190702,15.097921469050789
S02054100_20100804,15.097921469050789
S02054100_20120802,15.097921469050789
S02054100_20160719,16.904228760604838
S02054300_20160719,16.904228760604838
S02054500_20090728,15.097921469050789
S02054500_20160719,15.097921469050789
S02054550_20160719,15.097921469050789
S02055500_20141003,15.097921469050789
S02055500_20160810,15.097921469050789
S02055580_20120723,15.097921469050789
S02055580_20160810,15.097921469050789
S02056020_20160817,15.097921469050789
S02056200_20100729,15.097921469050789
S02056200_20140716,15.097921469050789
S02056200_20160810,15.097921469050789
S02057000_20070829,15.097921469050789
S02057000_20160810,15.097921469050789
S02057000_20170808,15.097921469050789
S02057000_20200728,15.097921469050789
S02057250_20120723,15.097921469050789
S02057250_20160719,15.097921469050789
S02057350_20160719,15.097921469050789
S02057350_20190705,15.097921469050789
S02057400_20080801,15.097921469050789
S02057400_20100804,15.097921469050789
S02057400_20160920,15.097921469050789
S02057453_20170807,15.097921469050789
S02057480_20210804,15.097921469050789
S02057520_20160920,15.097921469050789
S02057525_20160809,15.097921469050789
S02057557_20160809,15.097921469050789
S02057600_20100729,15.097921469050789
S02057600_20160809,15.097921469050789
S02057650_20190704,15.097921469050789
S02057760_20160809,15.097921469050789
S02058000_20150815,15.097921469050789
S02058000_20160817,15.097921469050789
S02058990_20160920,15.097921469050789
S02059500_20070827,15.097921469050789
S02059500_20160810,15.097921469050789
S02059800_20150820,15.097921469050789
S02060100_20160817,15.097921469050789
S02060500_20110726,15.097921469050789
S02060500_20120730,15.097921469050789
S02060500_20160727,15.097921469050789
S02060750_20160727,15.097921469050789
S02061500_20090820,15.097921469050789
S02061500_20120716,15.097921469050789
S02061500_20160721,15.097921469050789
S02061500_20170810,15.097921469050789
S02061500_20190716,15.097921469050789
S02061970_20120716,15.097921469050789
S02061970_20160721,15.097921469050789
S02061970_20210812,15.097921469050789
S02063000_20100803,15.097921469050789
S02063000_20160721,15.097921469050789
S02063000_20200710,15.097921469050789
S02064000_20160721,15.097921469050789
S02064770_20140717,15.097921469050789
S02064770_20160721,15.097921469050789
S02065090_20080805,15.097921469050789
S02065090_20150723,15.097921469050789
S02065090_20160901,15.097921469050789
S02065090_20180801,15.097921469050789
S02065280_20160901,15.097921469050789
S02065500_20160812,15.097921469050789
S02066000_20140717,15.097921469050789
S02066000_20160812,15.097921469050789
S02066000_20180724,15.097921469050789
S02067000_20090806,15.097921469050789
S02067000_20110726,15.097921469050789
S02067000_20130716,15.097921469050789
S02067000_20160720,15.097921469050789
S02067150_20100728,15.097921469050789
S02067150_20160811,15.097921469050789
S02067400_20070830,16.904228760604838
S02067400_20080804,15.097921469050789
S02067400_20160812,16.904228760604838
S02067505_20210826,15.097921469050789
S02067600_20160812,15.097921469050789
S02067600_20200716,15.097921469050789
S02067800_20160902,15.097921469050789
S02068500_20160811,15.097921469050789
S02068500_20170808,15.097921469050789
S02068500_20210729,15.097921469050789
S02068790_20180724,15.097921469050789
S02068790_20210803,15.097921469050789
S02068800_20090728,15.097921469050789
S02068800_20160811,15.097921469050789
