SamplingOperations_code,IBD_EQR_Status
S02000010_20080811,13.468184790209712
S02000010_20100719,15.550363022434015
S02000010_20150811,13.426180295592276
S02000010_20160825,14.505992766422272
S02000010_20170703,15.936140194752483
S02000011_20100719,14.600190699559823
S02000011_20160719,13.44444440076908
S02000011_20210823,14.66021954739989
S02001000_20160720,9.078168214233845
S02001016_20080811,12.830011572034419
S02001016_20200707,14.726683191768412
S02001025_20110723,15.502727520411373
S02001025_20160720,16.128026105323123
S02001025_20190717,15.632017392820785
S02001046_20100726,14.707256886366165
S02001050_20120718,15.694947589449317
S02001050_20160826,15.131834185699645
S02001150_20170704,16.195756216468567
S02001200_20160825,15.306219209617964
S02001500_20070907,16.700389264436847
S02001500_20080805,18.021733671933784
S02001500_20160826,16.889614258537566
S02001500_20210805,18.490705903974675
S02001700_20110720,15.621599780396016
S02001700_20120718,14.73777088497219
S02001700_20160823,14.730534942056664
S02001700_20210811,15.61978838112396
S02001715_20160825,15.536371641279711
S02001715_20200703,18.015722963713213
S02001717_20160825,15.372809067530754
S02001725_20160829,15.685185224692752
S02001750_20160722,14.896179352880113
S02001750_20180716,15.196150111186919
S02001750_20210811,10.283858147500865
S02001895_20160721,13.000795935322612
S02001915_20180717,7.76009382835512
S02002000_20120801,15.151811074569368
S02003100_20080811,14.59477156708083
S02003100_20160721,9.25578831577182
S02003200_20080808,12.482493572312382
S02003200_20160721,6.674229698664671
S02003350_20160722,8.904704736705767
S02003397_20170703,15.407760350468397
S02003400_20110722,14.039640096012038
S02003400_20160722,6.340262790833572
S02003400_20200708,13.136005602826456
S02003610_20170807,13.862275393169611
S02003617_20170818,10.606836408404064
S02003620_20180717,13.183899788524938
S02003800_20110722,15.199914948588722
S02003800_20160721,14.01638733665652
S02003800_20210826,14.10487055849834
S02004000_20110723,15.482069846789793
S02004000_20160720,14.072956446939536
S02004000_20200707,12.950213801070852
S02004300_20160803,18.636741276788833
S02004300_20190703,20.032797636001494
S02005700_20160720,11.925909166478023
S02005700_20170703,16.996598850153145
S02005700_20190717,18.936727297363216
S02006450_20200710,14.076953600914093
S02007000_20110722,15.684046323429154
S02007000_20160719,11.133136555291465
S02007000_20210809,10.881023562498282
S02007300_20160719,15.483766422071442
S02009000_20100721,16.38849199445321
S02009000_20160722,16.57563584046466
S02010000_20080808,8.290781743385264
S02010000_20100720,5.818973744740569
S02010000_20160719,14.725128990032026
S02010000_20210805,13.292689608292426
S02011000_20090722,11.236804373128162
S02011000_20120801,8.893823121504632
S02011000_20160719,13.99303005923274
S02011000_20190718,3.342087318928078
S02011000_20200708,12.571549766153783
S02013000_20090723,13.927863406444091
S02013000_20120731,12.712777835246872
S02013000_20160721,12.30423638473533
S02016050_20160722,18.64782122761147
S02016050_20170704,17.053523422381605
S02017000_20070808,14.375851087451677
S02018000_20130723,11.073929008455412
S02018000_20160721,10.011862227564272
S02018500_20100722,13.63190304486509
S02018500_20110722,14.564887397155545
S02018500_20120731,14.483803982159333
S02018500_20160719,12.73957458240054
S02018780_20160728,19.685558596639506
S02018780_20200730,18.613829414668675
S02019000_20160721,15.708211654846563
S02019200_20190718,12.133368561818385
S02019500_20080807,13.069495081780094
S02019500_20160720,15.998883783037202
S02019500_20200730,16.45876700062327
S02019950_20100722,12.189126861702627
S02019950_20150716,14.024921372091192
S02020000_20080807,13.633093648061546
S02020000_20100722,12.83727097593723
